Results
Epoch [1/100], Iteration [200/1952], Loss: 3.8774, Accuracy: 25.0
Epoch [1/100], Iteration [400/1952], Loss: 3.3308, Accuracy: 56.25
Epoch [1/100], Iteration [600/1952], Loss: 3.0797, Accuracy: 43.75
Epoch [1/100], Iteration [800/1952], Loss: 3.3396, Accuracy: 50.0
Epoch [1/100], Iteration [1000/1952], Loss: 2.2408, Accuracy: 62.5
Epoch [1/100], Iteration [1200/1952], Loss: 2.6203, Accuracy: 75.0
Epoch [1/100], Iteration [1400/1952], Loss: 2.1720, Accuracy: 81.25
Epoch [1/100], Iteration [1600/1952], Loss: 1.6756, Accuracy: 75.0
Epoch [1/100], Iteration [1800/1952], Loss: 1.4239, Accuracy: 81.25
###### Epoch [1/100], Training Loss: 2.7433, Training accuracy: 50.3, Validation Loss: 2.1831, Validation accuracy: 55.56 ######

Epoch [2/100], Iteration [200/1952], Loss: 1.8339, Accuracy: 75.0
Epoch [2/100], Iteration [400/1952], Loss: 2.0343, Accuracy: 68.75
Epoch [2/100], Iteration [600/1952], Loss: 1.6376, Accuracy: 81.25
Epoch [2/100], Iteration [800/1952], Loss: 1.6831, Accuracy: 75.0
Epoch [2/100], Iteration [1000/1952], Loss: 1.4967, Accuracy: 81.25
Epoch [2/100], Iteration [1200/1952], Loss: 1.2921, Accuracy: 81.25
Epoch [2/100], Iteration [1400/1952], Loss: 2.1446, Accuracy: 62.5
Epoch [2/100], Iteration [1600/1952], Loss: 1.5027, Accuracy: 87.5
Epoch [2/100], Iteration [1800/1952], Loss: 1.7084, Accuracy: 56.25
###### Epoch [2/100], Training Loss: 1.6620, Training accuracy: 70.03, Validation Loss: 1.6855, Validation accuracy: 77.78 ######

Epoch [3/100], Iteration [200/1952], Loss: 1.6766, Accuracy: 68.75
Epoch [3/100], Iteration [400/1952], Loss: 1.1527, Accuracy: 93.75
Epoch [3/100], Iteration [600/1952], Loss: 1.5472, Accuracy: 68.75
Epoch [3/100], Iteration [800/1952], Loss: 1.2627, Accuracy: 68.75
Epoch [3/100], Iteration [1000/1952], Loss: 2.2450, Accuracy: 62.5
Epoch [3/100], Iteration [1200/1952], Loss: 1.2008, Accuracy: 87.5
Epoch [3/100], Iteration [1400/1952], Loss: 1.3073, Accuracy: 75.0
Epoch [3/100], Iteration [1600/1952], Loss: 1.1533, Accuracy: 75.0
Epoch [3/100], Iteration [1800/1952], Loss: 1.3463, Accuracy: 68.75
###### Epoch [3/100], Training Loss: 1.3509, Training accuracy: 75.03, Validation Loss: 1.4863, Validation accuracy: 66.67 ######

Epoch [4/100], Iteration [200/1952], Loss: 0.9202, Accuracy: 68.75
Epoch [4/100], Iteration [400/1952], Loss: 0.7813, Accuracy: 87.5
Epoch [4/100], Iteration [600/1952], Loss: 1.5572, Accuracy: 75.0
Epoch [4/100], Iteration [800/1952], Loss: 1.0115, Accuracy: 81.25
Epoch [4/100], Iteration [1000/1952], Loss: 1.0407, Accuracy: 87.5
Epoch [4/100], Iteration [1200/1952], Loss: 1.1349, Accuracy: 75.0
Epoch [4/100], Iteration [1400/1952], Loss: 1.4916, Accuracy: 68.75
Epoch [4/100], Iteration [1600/1952], Loss: 0.4022, Accuracy: 93.75
Epoch [4/100], Iteration [1800/1952], Loss: 1.8319, Accuracy: 56.25
###### Epoch [4/100], Training Loss: 1.2169, Training accuracy: 77.56, Validation Loss: 1.3885, Validation accuracy: 66.67 ######

Epoch [5/100], Iteration [200/1952], Loss: 0.8831, Accuracy: 81.25
Epoch [5/100], Iteration [400/1952], Loss: 1.8261, Accuracy: 75.0
Epoch [5/100], Iteration [600/1952], Loss: 0.4352, Accuracy: 93.75
Epoch [5/100], Iteration [800/1952], Loss: 0.6562, Accuracy: 87.5
Epoch [5/100], Iteration [1000/1952], Loss: 1.3344, Accuracy: 81.25
Epoch [5/100], Iteration [1200/1952], Loss: 1.5120, Accuracy: 75.0
Epoch [5/100], Iteration [1400/1952], Loss: 1.0653, Accuracy: 75.0
Epoch [5/100], Iteration [1600/1952], Loss: 1.0740, Accuracy: 75.0
Epoch [5/100], Iteration [1800/1952], Loss: 0.4533, Accuracy: 93.75
###### Epoch [5/100], Training Loss: 1.1426, Training accuracy: 78.79, Validation Loss: 1.3389, Validation accuracy: 88.89 ######

Epoch [6/100], Iteration [200/1952], Loss: 1.6574, Accuracy: 68.75
Epoch [6/100], Iteration [400/1952], Loss: 0.8053, Accuracy: 93.75
Epoch [6/100], Iteration [600/1952], Loss: 1.1310, Accuracy: 81.25
Epoch [6/100], Iteration [800/1952], Loss: 1.0186, Accuracy: 68.75
Epoch [6/100], Iteration [1000/1952], Loss: 0.6951, Accuracy: 87.5
Epoch [6/100], Iteration [1200/1952], Loss: 0.5655, Accuracy: 93.75
Epoch [6/100], Iteration [1400/1952], Loss: 1.5620, Accuracy: 81.25
Epoch [6/100], Iteration [1600/1952], Loss: 0.9397, Accuracy: 87.5
Epoch [6/100], Iteration [1800/1952], Loss: 0.9199, Accuracy: 93.75
